restaurant_id,best_restaurant,avg_total_score,avg_taste_score,avg_service_score,avg_mood_score,num_of_reviews,num_of_collections,category_name
cGk23fIeTyVRCmw4gmW5iA,0,5.00000,5.00000,5.00000,5.00000,1,0,중식
CgONVpVDpdPmj2Q2ElB_qg,0,4.46000,4.60000,4.60000,4.40000,5,3,야키토리
cgpOkD_FSXrPfEcoLBWzIA,0,4.91067,4.92667,4.92000,4.92000,150,18,스시오마카세
cgyb_3CcndYbhLasTqoIfg,0,4.30714,4.21429,4.21429,4.64286,14,0,다이닝바
CgYPtwJQVAuNFT6gDzTlnQ,0,4.60000,4.66667,5.00000,4.66667,3,0,피자
ch0RLUwYCsv5KD1Blni30g,0,4.69608,4.64706,4.74510,4.72549,51,1,이자카야
cH4fmrKftkngw2UXQxO22g,0,4.11846,4.11538,4.18462,4.22308,130,1,유러피안음식
chC8GNgDwC8aUtzhXUbBzw,0,4.80727,4.67273,4.94545,4.87273,55,3,소고기구이
cHOijrf7vFswHG17aROjzw,0,4.98889,5.00000,5.00000,4.96296,27,3,칵테일 위스키
chPnryi_DR-OsTR19AgnoQ,0,4.63750,4.62500,4.66667,4.66667,24,0,이자카야
cHtm9m0Qts4FU8RI1gWEGQ,0,4.85000,5.00000,5.00000,4.50000,2,0,한식
cHWmXPWlDpgYSdyElri2ig,0,4.84411,4.85950,4.86421,4.87049,637,61,다이닝바
chXkgTxs_g_W6kJAok07GQ,0,4.82464,4.80725,4.88551,4.85942,345,77,컨템포러리
chy_s2sh5vnXfxB5iwmnTg,0,4.45061,4.50880,4.43843,4.47361,739,53,한우오마카세
CIMc_qL31agJ1MkTKeScRg,0,4.56364,4.87879,4.42424,4.54545,33,2,돼지고기구이
ciMTJDNYxR1G3r7_LN7vtQ,0,4.53171,4.56233,4.52168,4.57317,369,12,이자카야
Civ81d1rtcR6P-Y6Ab0lvA,0,4.73083,4.75063,4.74060,4.73810,399,22,다이닝바
cjAy_NbP17irQfzaRfqoBw,1,4.48234,4.48780,4.55302,4.46394,1886,93,이탈리아음식
cjgaQLnYqKlqJ7mpz6Af1g,0,4.72143,4.78571,4.64286,4.78571,14,3,해물 생선요리
CJPSM1wrMkMhEYjx5Er6ig,0,4.83171,4.78049,4.84146,4.91463,82,18,칵테일 위스키
CJuh7GiGWjBKg4uHnzdr3w,0,4.46140,4.57018,4.44737,4.42982,57,1,돼지고기구이
cJYawtKTRHWunsd6n-Nxvg,0,3.95000,4.50000,4.00000,3.50000,6,5,곱창 막창
CkfGRi3f4GRcFBTqo1UsUA,0,4.75659,4.78295,4.73643,4.82946,129,7,일식
cKiitYqsQq40CjYMP1IbWw,0,4.45333,4.50000,4.40000,4.56667,30,1,와인
CkRJoEZIvwBTAiFQbeS3RA,0,4.81087,4.80072,4.83696,4.85145,138,6,프랑스음식
cKuH0p9j5MQZaEeeVXR-wQ,0,4.48269,4.54167,4.59295,4.41987,156,12,한식
Ckz-IsF7DlE2mj1Mh2YDgA,0,4.76463,4.82317,4.75610,4.75610,164,14,이자카야
clMXnvnxghIgJUUe7kLfdw,0,4.90000,5.00000,4.87500,4.87500,8,0,파스타
CLT0wG7xhAF67gOsTUICvQ,0,4.87925,4.92453,4.98113,4.77358,53,4,와인
cLTZNJazjck52jc4WtJrQQ,0,4.60000,4.60000,4.60000,4.60000,5,1,돼지고기구이
CLWk2x7vCBxWCnuvWSYaXw,0,4.78262,4.79575,4.76433,4.82902,541,24,베지테리안/비건
cmNFn9ncj0Oe2rM7w-SjbQ,0,4.42268,4.52577,4.42268,4.39175,97,0,소고기구이
CN4xm9GWUz3QH4aIqbZSzg,0,4.86822,4.85047,4.89720,4.88785,107,1,스시오마카세
cnfkS8kGY3SPEXY8iQz8YQ,0,4.80000,5.00000,5.00000,5.00000,1,0,보쌈  족발
CNHhq5ei-CBX2RNBmajanw,0,4.68750,4.75000,4.62500,4.75000,8,1,파스타
cnNe130JfWYGvNgL677fmg,0,4.73580,4.74383,4.73148,4.77469,162,7,유러피안음식
CnnzrHwQ-L6D86t_nAoAzg,0,4.94595,4.91892,4.97297,4.94595,37,0,다이닝바
cnyJFt-nGjg_Sgcv5MiDrg,0,4.77500,4.71429,4.78571,4.89286,28,3,파스타
Co4xPezOa8hmDQ2rAPJ1tA,0,4.92667,4.86667,4.96667,4.96667,60,8,코스요리
Coa_vUeJrcD48W8VPO7JEQ,0,4.73139,4.74088,4.75912,4.73358,274,20,스시오마카세
CoeuI0xdSdJFI_RUx2-U0Q,0,4.49270,4.51081,4.46757,4.64324,370,10,중식
cOtpTuNakalM6J0IkCBE7A,0,4.94250,4.95000,4.95000,4.95000,80,0,이자카야
CovYzzPQ1fkiQj6-cBxDGQ,0,4.75000,4.75000,4.75000,4.75000,4,0,이자카야
Cp_Or7gMvZldbGX50iNnfg,0,4.41897,4.50000,4.44828,4.37931,58,8,한우오마카세
cp_V2RdBPxTDsIfF6AbL6Q,0,4.37500,4.41667,4.58333,4.25000,12,1,스테이크 립
Cp2sBN6sW5xPC1Sc2uDZHg,0,4.67643,4.72222,4.70875,4.65152,297,18,스시오마카세
CPD6Nd5_3GEZjjaJBKhTcw,0,4.97656,4.98438,4.98438,4.98438,64,8,일식
cpHz_gm_H2qXMXsJiF_sqA,0,3.93191,3.72957,3.91739,4.28435,1150,4,카페 디저트
CpPqdMddQg8aFTZmPqZxBw,0,4.23846,4.27885,4.22115,4.29808,52,0,이탈리아음식
cpveoFxblShtYfAcKHHGag,0,4.62143,4.25000,4.78571,4.92857,28,6,이탈리아음식
Cq_k-PI6Ef6nd-IrENsMDQ,0,4.60164,4.64108,4.61438,4.62591,1648,47,한우오마카세
cQbJMjsnXJm-KXyKUVgn3g,0,4.72120,4.60734,4.81386,4.83832,368,41,다이닝바
cqbUQADGJCByLzJCX9eDHA,1,4.86716,4.86878,4.89988,4.87127,804,306,컨템포러리
CqbxGepC8Yr8JCBuYj55xQ,0,4.77056,4.82460,4.81508,4.76587,1260,49,스시오마카세
cQGoOJLoaPxst3tfOOTwBA,0,4.47738,4.55357,4.50595,4.51786,84,9,게  랍스터
CqhuM73dPQIqp7Mc1OO9wg,0,4.49063,4.50781,4.49219,4.50781,64,0,파스타
cqHwnYv4dFWl8XZDQLq6Lw,0,4.91222,4.93186,4.93988,4.91383,499,16,스시오마카세
cQKikk9kXxRJSmRkQD4I_A,0,4.43333,4.25000,4.75000,4.41667,12,4,중식
cqPTzQbeEBwP9ShGH4Zo6w,0,4.81176,4.88235,4.88235,4.76471,17,0,브런치
Cqt51kD33vErvTP8FFDieA,0,4.51585,4.63415,4.57317,4.46341,82,7,돼지고기구이
CQuTINvwmJ-o-BM106412w,0,4.83571,4.85714,4.92857,4.78571,14,2,스시 초밥
cr-lfodO-LSx_GygDDx7lQ,0,4.87692,4.92308,4.84615,4.84615,13,2,이자카야
Crh2r_CAxut-R2txwIwU5g,0,5.00000,5.00000,5.00000,5.00000,1,0,와인
Crij3C3CZw4MSv9i4Tnopw,0,4.71515,4.75758,4.78355,4.69264,231,2,육류 고기요리
CRL2eujZq6N8-I4v1-n9pw,0,4.10714,3.96429,4.53571,3.82143,14,0,이탈리아음식
CruXrui7U6kcEsrEXSd3ZA,0,4.66250,4.75000,4.62500,4.75000,24,0,소고기구이
Cs230D4wjyfFUPi8jHvO8w,0,4.83520,4.84949,4.84439,4.84949,196,9,일식
CSBKPNVz2W_nKUslt2byrA,0,4.43333,4.33333,4.51515,4.51515,33,4,브런치
csfYeLDqIRu6e8HX5rR4RQ,0,4.45286,4.59643,4.29643,4.56786,280,5,소고기구이
CSL-f9oTvNEK1XE8Ua41Rg,0,4.23571,4.48214,4.12500,4.23214,28,1,중식
CsRzWGOpsV-mu3emzQz35Q,0,4.88333,4.83333,4.90000,4.93333,30,9,이탈리아음식
CStNYVr0Zt0fKdycQXLn5g,0,4.48113,4.52075,4.49811,4.54340,265,13,이자카야
cSY1vZLRsIRhRm5BSVLN1Q,0,4.96571,4.91429,5.00000,4.97143,35,4,와인
CT6b6ZXNJhaNRhJD0JA6yQ,0,5.00000,5.00000,5.00000,5.00000,1,0,다이닝바
cTajV3E_54hH2SLrjsqDow,0,4.31081,4.37838,4.43243,4.18919,37,0,뷔페
cTFhCyTtlryzhalvdWuK2g,0,4.87101,4.89855,4.91304,4.92754,69,0,양고기
CTHufV9WJT6rJV0mU4Lp3w,0,3.40500,3.55000,3.10000,3.75000,20,0,샤브샤브
CtlpdGPGWSTKFPs54uNt0g,0,4.71500,4.77500,4.77500,4.70000,40,0,와인
CtXuA8sjbFsLS7PlZXuUVg,0,4.36667,4.50000,4.41667,4.25000,12,3,육류 고기요리
cuF2zPCotzMrHw8owVLZ6w,0,4.51037,4.60000,4.42963,4.58519,135,7,다이닝바
CUHMNuG9smmeXIUYmJANiw,0,4.51818,4.54545,4.45455,4.63636,11,0,이자카야
CuJkbXKkPP6nzsct5KFU1g,0,4.80000,4.78774,4.83491,4.79717,106,9,와인
cUKu-E7_wII0dmtzCTXqEg,0,4.46382,4.56122,4.44434,4.48701,539,31,이자카야
cUpGQBRFZzprvP5fagzGQQ,0,5.00000,5.00000,5.00000,5.00000,5,1,소고기구이
CuqPOOgmxVt2h7PisBOCUQ,0,4.95131,4.93717,4.98953,4.94764,191,19,파스타
CUQVZXJhW6GknjD4slKTWA,0,4.84526,4.90526,4.80000,4.89474,95,1,브런치
CUTKuoabLy_2fmjdGZVhCA,0,4.67961,4.69972,4.74380,4.65840,363,17,한우오마카세
cV0vXbvPyjU3_BG4vsU2HQ,0,5.00000,5.00000,5.00000,5.00000,1,2,다이닝바
cVKkrV7VBh8xOHQBmTX2eQ,0,4.70000,4.00000,5.00000,5.00000,1,0,육류 고기요리
cVRGrtqOsE4An87U9mgdLA,0,4.66752,4.54701,4.74359,4.79487,117,15,코스요리
cw5olMBitygjt8Nvyi9l4w,0,4.71702,4.89362,4.78723,4.51064,47,2,이자카야
CW9IiFOgLJnaKZQfNC4Rrw,0,4.84111,4.86207,4.89125,4.83820,377,12,돼지고기구이
CWJ6BmiK36SyTtc1RKKpxA,0,4.88315,4.90787,4.89888,4.89213,445,8,스시오마카세
CWLISB6mkcWPVh90rYs3Cg,0,4.87292,4.85714,4.92560,4.89881,336,21,스시오마카세
cwNeAAMsNV__c5CtJCSx9g,0,4.87222,4.89506,4.92593,4.85802,162,12,다이닝바
CWnrGYrXVCMbgbliihF7WA,0,4.87788,4.88496,4.90265,4.89381,113,12,다이닝바
cwT4QzIVmi57ZicvlmkTWg,0,4.68113,4.86792,4.75472,4.52830,53,4,복어요리
CX9Sjzn8ZRFC6TTfY-j0BQ,0,4.82647,4.86029,4.83456,4.81985,272,4,가이세키오마카세
cXAoMuC4LxsUBgPBM7s-gw,0,4.25833,4.22222,4.16667,4.52778,36,3,이탈리아음식
cXdUFsflB0-1UD0IU4faMg,0,4.64940,4.85542,4.60241,4.61446,83,2,이자카야
cxnIhgL45YcfigiAIpV1JA,0,4.54653,4.61285,4.54514,4.58160,576,8,이탈리아음식
CXxBvMbl-vmvE-VSojDhbg,0,4.87248,4.90826,4.88991,4.86239,109,14,다이닝바
CyBOOabBiWRac6XIy3Ac-A,0,5.00000,5.00000,5.00000,5.00000,2,1,브런치
cYFQhWhmOtOWZiTQUByW3A,0,4.30000,5.00000,4.00000,4.00000,1,1,이탈리아음식
cypIROySS2rXSeilA4p-3A,0,4.56379,4.65517,4.51724,4.62069,58,3,이탈리아음식
cyqLbAynLbqegociBQIYmw,0,4.78582,4.91489,4.70922,4.79433,141,2,이자카야
CysZ9-vL8poq1SSUb9G9UA,0,4.95000,5.00000,4.83333,5.00000,6,0,회 사시미
CYwlm6urU4rGTlTfK6R9OA,0,4.59863,4.63014,4.54795,4.69863,73,0,뷔페
CYWtAxlKFl-hTnLgPyqgzQ,0,3.96429,3.85714,4.21429,3.92857,14,0,이탈리아음식
cyXdnaTOGSHAUMZoWFi1UA,0,4.55568,4.60806,4.63736,4.55311,273,15,이탈리아음식
CZ0h5n0vFMFvnvI9G0yOZw,0,4.48333,4.70000,4.66667,4.20000,30,1,일식
cz3v26hNk_pJiPdbqtMYIg,0,4.69558,4.63717,4.77876,4.71681,113,4,뷔페
CZ4JiG1bsouh6rBWifdGdQ,0,4.71069,4.79389,4.74046,4.64885,131,7,스시오마카세
cZAk3qNN4wvwtMXLN3S_cg,0,4.32642,4.50943,4.39623,4.18868,53,0,육류 고기요리
czrEZ22BPySlJux641eXeA,0,4.60500,4.95000,4.45000,4.50000,20,0,돼지고기구이
CzsdML6SGlcEFcCyVuLmFQ,0,4.95000,5.00000,5.00000,5.00000,4,0,한식
czWg1B1W2JCu9aKGKKtn2g,0,4.76280,4.82927,4.79878,4.73780,164,4,아메리칸음식
czwRLzujC9IRFJhyW0g4oA,0,4.49167,4.66667,4.62500,4.29167,24,2,회 사시미
czZVYlAD10y5DNU1Ig94tQ,0,4.89844,4.89063,4.93750,4.90625,64,2,스시오마카세
D_kojSBFI7rmxUH-RGfpQg,0,4.80833,4.94444,4.83333,4.69444,36,5,파스타
d_Wl9sf8mEWp4jb7GHQdlg,0,4.83125,4.90278,4.79167,4.88194,144,2,이자카야
D-Bov6TUqej4Mz7gjT1frA,0,4.92353,4.94118,4.94118,4.94118,17,3,와인
d-ex2gx9gniSCDbhJlvzHw,0,4.67660,4.72872,4.75000,4.64894,188,11,스테이크 립
D-MYUY8c1IwW27kDCjYFuA,0,4.88448,4.93792,4.93348,4.85144,451,27,일식
d-NHUNNGML4BEoQULHtv7g,0,4.45944,4.42958,4.48028,4.56338,710,38,퓨전음식
d-tgkBjMoV9MPoJg5bbVKg,0,4.44706,4.44118,4.70588,4.35294,34,4,한식
D07G0e13psSa4NTO4tBzxw,0,4.81500,4.83333,4.86667,4.88333,60,9,다이닝바
d0CrohAC2RMZeN0nKP77RQ,0,4.89474,4.84211,4.94737,4.94737,19,1,다이닝바
D0cTyDgy8sQnLSdz8RI3Uw,0,4.57083,4.87500,4.29167,4.66667,24,2,피자
d1ZRGMMletqQM3-2GWwVGw,0,4.96154,4.96154,4.96154,4.96154,13,2,와인
D2Baq9fnQv-4-oMQDIsZWA,0,4.67368,4.78947,4.57895,4.73684,19,0,이자카야
D2oC0_NTzsTePF_VVn5RVQ,0,4.15000,4.66667,4.00000,3.83333,6,0,아메리칸음식
D3_LQzhKjtZT_jQ6rPZm8w,0,4.51250,4.68750,4.50000,4.43750,16,2,이탈리아음식
d339rmuaNFbmA1POuO0blg,0,4.94286,5.00000,4.96429,4.92857,28,1,양고기
D3lz2TYRu2LmG2Z7kbcCyA,0,4.92857,5.00000,5.00000,5.00000,7,1,이탈리아음식
D3T8zyugJeImWWa_3MggGQ,0,4.68281,4.69492,4.69734,4.72155,413,7,소고기구이
D4HLcezzTC8fG38UcVUEZQ,0,4.83720,4.83669,4.87702,4.84073,992,29,스시오마카세
d4r57G4S6uniG5iSO462mw,0,4.84249,4.91054,4.89617,4.78435,626,84,소고기구이
D4YsE1hC8b16jBeZlEKtkA,0,4.80333,4.86667,4.93333,4.73333,30,0,다이닝바
d50Rni89CrEvLXdYeKJ-KA,0,4.52704,4.70912,4.54245,4.44182,318,9,이탈리아음식
D5xiH0SUBL0AjY9XAfmqbA,0,4.83596,4.87640,4.87640,4.85393,89,4,파스타
d612Gxc-zDxBzK8_bnEllA,0,4.79396,4.85570,4.79530,4.80201,298,7,양고기
d69XaVrxPoFcuTi7UzxspA,0,4.53713,4.54192,4.51198,4.63772,167,8,이탈리아음식
D6ULGthV46mQdum62y9zRQ,0,4.70709,4.81560,4.73759,4.68794,141,15,파스타
d7wIxnXvxE3iaSd6ojFUYA,0,4.91422,4.93873,4.97059,4.87990,408,16,파스타
d7XJjHBkXpXx2TQ1PWRTIw,0,4.95000,5.00000,5.00000,5.00000,4,0,회 사시미
d8-PC_GWOGxNJ7tWawsC_w,0,4.83108,4.83559,4.86712,4.83559,222,10,코스요리
D8ercB05ldxM1PTfvZ4tMQ,0,4.87893,4.89669,4.93388,4.85537,242,12,스시오마카세
D8vP57nkI927vofs--E98w,0,4.67303,4.73237,4.69917,4.66183,241,55,한식
D9g5ST2wt1pjxLj7ycsCHQ,0,4.49050,4.60335,4.53073,4.51955,179,22,이자카야
D9gHjzqz4Vilxf-Hi04hgw,0,4.21941,4.05862,4.26646,4.49753,2627,90,프랑스음식
D9goce_7AtWzqzqhVPhYww,0,4.90345,4.93103,4.91954,4.88889,261,7,스시오마카세
d9nDdrn6M-FXlmUarvkE_g,1,4.73152,4.74935,4.75969,4.75194,387,30,다이닝바
D9RyDKtX0kly8_1l17nx1w,0,4.76667,5.00000,4.66667,4.83333,6,1,칵테일 위스키
DAcBb8UjsJyMFDWFUQUWkQ,0,4.76667,5.00000,5.00000,4.66667,3,0,전통주
DagLYG6ykR0Vi9_FwBD-rg,0,4.55000,4.83333,4.50000,4.41667,12,2,브런치
daj9mrSmpjgV5X8cdbJQPA,0,4.54239,4.50362,4.49275,4.72464,276,7,이탈리아음식
dAjCXL2kIEOW2-N211qpTA,0,4.44667,4.73333,4.53333,4.13333,15,2,소고기구이
DANVNsvkZgEcAZqc-Nl1gw,0,4.47778,4.61111,4.44444,4.50000,18,1,국수 냉면
dASyoqhMwV-p-HQj3Xxm6g,0,5.00000,5.00000,5.00000,5.00000,12,1,스페인음식
DAUdxeaisdIZfXl7MI-8Bw,0,4.61358,4.65432,4.71605,4.55556,162,13,코스요리
DAybccRsGvQ9SINcLXocVw,0,5.00000,5.00000,5.00000,5.00000,2,0,닭 오리요리
dBkFqubjmuk76uii3igcBA,0,4.66333,4.60000,4.63333,4.86667,30,5,칵테일 위스키
DboTs1vyF40Az8lrvA2adg,0,5.00000,5.00000,5.00000,5.00000,2,1,소고기구이
Dbyi7WEs2pkv7YZqhr_ZTg,0,4.58081,4.61047,4.64535,4.56977,172,4,스시오마카세
dbyWRwTwbappLWH8gJ2IMQ,0,4.72842,4.54737,4.88421,4.84211,95,13,다이닝바
dByYxwGD4_Gl6V51lC1XxQ,0,4.94545,4.90909,5.00000,4.95455,22,10,카페 디저트
dbZ_LN1ghpw-0xzHE0PaVQ,0,4.84750,4.92500,4.72500,4.92500,40,1,육류 고기요리
dCB8LBg_LI-UezAzjNN0Zg,0,4.66364,4.81818,4.45455,4.90909,11,1,다이닝바
dcHXZnP8Mu2igu-x1RdPcw,0,4.79556,4.84444,4.93333,4.77778,45,14,다이닝바
DcHyziGG0ZJKp3zO_PPAjA,0,4.43103,4.39655,4.53448,4.46552,29,1,이탈리아음식
dcIK14wqpfoEduX-uhj_9A,0,4.98265,5.00000,4.98980,4.98980,98,2,스시오마카세
dcJo_JgVsr7-L-XhnXseQA,0,4.85882,4.90196,4.88889,4.86928,153,13,양고기
dcKmPPOzsl0AOjbDPzXWiQ,0,4.59630,4.66667,4.61111,4.56790,162,6,일식
dCmKQp9hUoPymXMu8ZZVwQ,0,5.00000,5.00000,5.00000,5.00000,2,1,스시오마카세
dCSP7whFwrjRq9LcbWiXOg,0,4.33333,4.33333,4.33333,4.33333,3,0,일식
dcwTYkBKExzrywCQfXDbLg,0,5.00000,5.00000,5.00000,5.00000,8,1,일식
dcXPJsgYPKcUVGtgTdX--A,0,3.98885,4.27698,3.85252,3.96403,278,17,한식
dcYfFb1-Hf61l0BhWlU_Hw,0,4.24545,4.31818,4.45455,4.22727,22,7,이자카야
DDHNrsC0JhB5zvycB_svaw,0,4.55442,4.58481,4.57420,4.59541,283,6,뷔페
dDpupMA39tzwreqRc47l2w,1,4.84965,4.89035,4.85702,4.83947,570,58,스시오마카세
Ddr7At9Pt4FofL0bdvaFmQ,0,5.00000,5.00000,5.00000,5.00000,12,2,다이닝바
deBcm2uCefvbsjx611ox9w,0,4.65373,4.74627,4.67164,4.65672,67,3,육류 고기요리
dEcmc9kiuT-7bd0cbdFkgQ,0,4.85000,5.00000,4.83333,4.83333,6,2,와인
DEfepjqMv_56SjUGSoj9wQ,0,4.80756,4.82353,4.87395,4.80672,119,11,이탈리아음식
DF8YQYt3LsjA-v-mYKB7wg,0,4.93636,4.93939,4.96970,4.90909,33,0,다이닝바
dfGVP46XuzToLfNKAWmyyw,0,4.71429,5.00000,4.57143,4.57143,7,1,야키토리
dfq4ooM9I9P5-fG2UlobaQ,0,4.53784,4.72973,4.56757,4.45946,37,7,이탈리아음식
dfR_AwtJnVTfomUyiwk8eg,0,4.84672,4.88646,4.89520,4.83843,229,41,다이닝바
dfYAftESXyX80jXE9HKc-w,0,4.98000,5.00000,5.00000,4.93333,15,1,다이닝바
DGcI_Fap5pW0_Ul06gWOHA,0,4.61667,4.70000,4.63333,4.60000,30,2,소고기구이
DGIu3AgM_ddSA2fp1lPfCQ,0,4.65494,4.70412,4.70529,4.66059,850,118,프랑스음식
DgJpPfJUDZTEADyqJJXIXA,0,4.88696,4.84783,4.91304,4.91304,46,1,다이닝바
dh0FR19YVwPyZE6F63Ck3Q,0,4.61111,4.50794,4.69841,4.73016,63,3,뷔페
DHcnFzedukj3d0DKYyKTuA,0,4.97143,4.97619,5.00000,4.95238,42,7,중식
dhiL1UxsDToSuI8ARndnyw,0,4.82258,4.83871,4.83871,4.80645,31,5,다이닝바
DHVQhsFvP-0VSsZBN9mNUg,0,4.75072,4.80861,4.80383,4.73684,209,17,양고기
dhxHZeXu53IMgFlMYb4cdg,0,3.99231,4.00000,3.92308,4.15385,13,3,바베큐
DidXsreOZka-FqF99svGYQ,0,4.62269,4.64706,4.65126,4.69748,238,8,한정식
DIGvtZJZwfv9lbb9kHG8tw,0,4.04889,4.26667,3.95556,4.00000,45,1,육류 고기요리
dihaZFpkiCZ202i1lMHBtA,0,4.83268,4.87317,4.80976,4.86829,205,9,중식
DInniICSc2h2SEIHqDX7BA,0,4.88571,4.97619,4.85714,4.88095,42,3,와인
Dioe71lGezWR4LDlYoEqUw,0,4.65000,4.75000,4.75000,4.75000,4,1,일식
DisKgbz0wBCnBq49B6f2cw,0,4.82469,4.88889,4.86420,4.79630,324,11,스시오마카세
dIZZugX0wvluO56LHC-WbA,0,4.63333,4.83333,4.33333,4.83333,6,0,소고기구이
dJ9ufEmAUd8QyJXW170z9Q,0,4.73461,4.75279,4.77671,4.71451,627,32,한식
DJFvjiIl8eHvPN-3P3j-GA,0,4.38462,4.46154,4.46154,4.38462,26,3,파스타
DJh2i88hZUL9u3RU8Gbz7g,0,4.85000,4.80000,4.90000,5.00000,10,4,일식
djj5YCOXB7_8D5PnxQUYtQ,0,4.35789,4.15789,4.42105,4.52632,19,0,이자카야
DjkeWdK8iwvxIsKSOy__6A,0,4.88140,4.90698,4.93023,4.86047,43,1,바베큐
DjnjuhlupCO1KMUfgGsJDw,0,4.87500,4.85000,4.95000,4.85000,20,2,한정식
DLArwOoc6G6kIxf3icBGPQ,0,4.25220,4.16832,4.04545,4.68466,1408,48,한식
dlc5hhBjumVwDVhP4YNqqQ,0,4.82355,4.84821,4.87723,4.83371,896,61,한우오마카세
dlcjZPyIiSeoDQPQX80kgw,0,4.74167,4.83333,4.83333,4.66667,24,7,와인
DlKImORq9iqYJox3n0nn8Q,0,4.90146,4.91241,4.91241,4.93431,137,8,돼지고기구이
DlmgwBSxYWyPZ_Gw3nRnzg,0,4.87755,4.83673,4.91837,4.89796,49,5,다이닝바
dlqm63EaJLRGWReNjqYMcw,0,4.83902,4.85366,4.82927,4.82927,41,1,일식
dlr6ET2sEOI9sXusbFHj6g,0,4.93358,4.92537,4.96269,4.94030,134,3,프랑스음식
dlWEwgyPWXhzpoKQXMoDPw,0,4.79116,4.82993,4.85034,4.79592,147,13,와인
DmBC-5pHZHopoBVN9AatoA,0,4.52781,4.66887,4.45033,4.61589,151,5,스테이크 립
dMdBHAT8Y0qUP7MwnJUyTQ,0,4.41818,4.45455,4.54545,4.45455,11,0,소고기구이
Dmg7K0wEE6_LmUbsHZUdjg,0,4.85753,4.85679,4.87049,4.86550,803,5,스시오마카세
dMLT4xNI-HI0hweEJc_YFA,0,4.75682,4.79545,4.72727,4.81818,44,2,맥주 호프
dmtXB2TTC5G7bfRWyfgmkg,0,4.86053,4.89474,4.86842,4.86842,38,2,한우오마카세
Dn-gVM78On5ZSZazYDWIAg,0,4.76322,4.86207,4.72414,4.78161,87,4,샤브샤브
dN2HdyoZHiFKpTWY6IpV2A,0,4.61941,4.64334,4.65914,4.66817,443,18,한식
dNA0uJz0SpKuaVX-6UFG4g,0,4.66479,4.70149,4.66080,4.72887,1278,56,중식
DNbKnSM05cfQpn6fjcc_qA,0,5.00000,5.00000,5.00000,5.00000,1,0,스시오마카세
DnCvwjXfj9nHqG1EAesZLg,0,4.62530,4.64544,4.63511,4.62995,581,58,프랑스음식
DnD5uWxrMGVGcN2R9lsw9g,0,4.86667,4.91667,4.66667,5.00000,12,0,피자
DnFhQA_Bt_LRbNMWYhVRRw,0,4.98113,4.96226,5.00000,4.98113,53,2,카페 디저트
dNGMkLPeCnT_trgDXDcr1g,0,4.45000,4.00000,5.00000,4.50000,2,2,유러피안음식
DnKdEoOsuMpKiiQUWqhoxA,0,4.76613,4.75724,4.82418,4.78222,1001,238,코스요리
do_cw7CjJq07IXD0LsT0XA,0,4.48445,4.58824,4.60084,4.38655,238,21,한식
dO42RYIcYQ-k_XEfQ6ElQQ,0,4.43908,4.33333,4.40230,4.65517,87,6,일식
DoCieGgvxWHUOycHzJohVg,0,4.31207,4.29310,4.27586,4.48276,58,5,퓨전음식
DoPP4mrwp-tyIENxKT3kJg,0,4.70625,4.59375,4.87500,4.68750,32,5,다이닝바
DOT8YsE_aEym82tnRfyX1Q,0,4.89516,4.93548,4.93548,4.85484,62,7,이탈리아음식
DP1vlN4hBh0PFnKGS6ablA,0,4.90308,4.90769,4.93077,4.93846,130,7,멕시코음식
DpHDHJy-jAbPlIvUjLwYAA,0,4.74933,4.78667,4.84000,4.72000,75,8,한식
dPjcDLsT2oHwWAAzR_5TdA,0,4.72425,4.76744,4.74086,4.74751,301,44,스시오마카세
dPMkwXA4H26RmRQvvXkDbw,0,4.68660,4.72944,4.73740,4.72149,754,34,브런치
DpOz8tqyapEFqUFNcPZKHA,1,4.46054,4.49589,4.48842,4.44507,1338,67,스시오마카세
dPsaFs4fgOyl5dPFbCle9A,0,3.51667,3.83333,3.16667,3.66667,6,0,이자카야
dpsNrGIuMDnJdnBcP9CjlA,0,4.62138,4.65517,4.66897,4.64138,145,6,한식
dQ6VWEtlZQj6vkUoNOdbYQ,0,4.84488,4.84252,4.86614,4.85039,127,8,일식
DQB8ALxM6IxZRuWQfP0kfw,0,4.87826,4.82609,4.91304,4.91304,23,3,스페인음식
dqenjtA2hIGPF1EH4ThInQ,0,5.00000,5.00000,5.00000,5.00000,1,0,요리주점
DQmyh8_Q2W3KSX6xVMevOw,0,4.68844,4.77204,4.78152,4.60616,1055,73,스시오마카세
dqNhbhlP4FHeDNw60TNS1A,0,4.30000,4.30000,4.30000,4.30000,5,7,다이닝바
Dqv5z8O8A_ZbsabAsoV_Nw,1,4.62559,4.61953,4.65657,4.63636,297,12,스시오마카세
dQyT5orlRiUKo8CR6DWrvw,0,4.35000,5.00000,4.00000,4.50000,2,0,이탈리아음식
Dr3RDmznVT1VNEwZgCY34w,0,4.80000,4.80000,4.80000,4.80000,10,8,퓨전음식
dRfl6ZzBWkfP_t-5YLsf9A,0,4.03333,4.33333,4.16667,4.16667,6,0,이탈리아음식
DrNXyAg3HspqlCIdoQ0GDw,0,3.95000,4.00000,3.60000,4.50000,10,2,한식
ds79-A4F9pSAI3G6nkQwEQ,0,4.90000,4.90323,4.87097,4.93548,31,3,게  랍스터
DsbfRdYGiqpn8FKkFXid7A,0,4.61414,4.57841,4.66581,4.66067,389,26,프랑스음식
